10000.000000 1634 33308 
30000.000000 962 33306 
50000.000000 389 33308 
70000.000000 0 33306 
90000.000000 0 33305 
110000.000000 0 33301 
130000.000000 0 43810 
150000.000000 0 43811 
170000.000000 0 43813 
190000.000000 56 43813 
210000.000000 565 43812 
230000.000000 1167 43814 
250000.000000 1879 43816 
270000.000000 2699 43813 
290000.000000 3629 43812 
310000.000000 4677 43818 
330000.000000 5846 43813 
350000.000000 7130 43814 
370000.000000 8524 43819 
390000.000000 10032 43814 
410000.000000 11640 43819 
430000.000000 13338 43817 
450000.000000 15119 43814 
470000.000000 16974 43820 
490000.000000 18892 43820 
510000.000000 20866 43820 
530000.000000 22895 43818 
550000.000000 24956 43823 
570000.000000 27050 43822 
590000.000000 29163 43825 
610000.000000 31298 43827 
630000.000000 33432 43833 
650000.000000 35563 43839 
670000.000000 37693 43855 
690000.000000 39796 43898 
710000.000000 41876 43979 
730000.000000 43926 44105 
750000.000000 45928 44276 
770000.000000 47891 44523 
790000.000000 49792 44868 
810000.000000 51617 45302 
830000.000000 53377 45818 
850000.000000 55052 46409 
870000.000000 56637 47054 
890000.000000 58120 47748 
910000.000000 59489 48491 
930000.000000 60758 49261 
950000.000000 61914 50053 
970000.000000 62945 50866 
990000.000000 63866 51680 
1010000.000000 64676 52493 
1030000.000000 65367 53300 
1050000.000000 65535 54096 
1070000.000000 65535 54871 
1090000.000000 65535 55625 
1110000.000000 65535 56349 
1130000.000000 65535 33714 
1150000.000000 65535 33310 
1170000.000000 65535 33307 
1190000.000000 65535 33308 
1210000.000000 65535 33311 
1230000.000000 65321 33308 
1250000.000000 64612 33307 
1270000.000000 63788 33310 
1290000.000000 62862 33306 
1310000.000000 61813 33309 
1330000.000000 60642 33309 
1350000.000000 59369 33306 
1370000.000000 57976 33307 
1390000.000000 56483 33309 
1410000.000000 54885 33311 
1430000.000000 53199 33304 
1450000.000000 51434 33308 
1470000.000000 49591 33310 
1490000.000000 47684 33308 
1510000.000000 45721 33307 
1530000.000000 43703 33308 
1550000.000000 41648 33306 
1570000.000000 39562 33309 
1590000.000000 37452 33308 
1610000.000000 35319 33306 
1630000.000000 33191 33308 
1650000.000000 31050 33305 
1670000.000000 28918 33305 
1690000.000000 26809 33307 
1710000.000000 24711 33306 
1730000.000000 22652 33305 
1750000.000000 20633 33305 
1770000.000000 18659 33305 
1790000.000000 16744 33308 
1810000.000000 14894 33307 
1830000.000000 13122 33305 
1850000.000000 11438 33303 
1870000.000000 9838 33306 
1890000.000000 8345 33307 
1910000.000000 6962 33306 
1930000.000000 5688 33305 
1950000.000000 4527 33312 
1970000.000000 3495 33305 
1990000.000000 2578 33306 
2010000.000000 1781 33308 
2030000.000000 1085 33304 
2050000.000000 498 33296 
2070000.000000 5 33308 
2090000.000000 0 33305 
2110000.000000 0 33304 
2130000.000000 0 39719 
2150000.000000 0 43812 
2170000.000000 0 43814 
2190000.000000 0 43815 
2210000.000000 462 43813 
2230000.000000 1044 43812 
2250000.000000 1733 43814 
2270000.000000 2520 43812 
2290000.000000 3433 43814 
2310000.000000 4455 43816 
2330000.000000 5605 43813 
2350000.000000 6869 43815 
2370000.000000 8244 43815 
2390000.000000 9727 43813 
2410000.000000 11312 43816 
2430000.000000 12996 43816 
2450000.000000 14762 43814 
2470000.000000 16602 43816 
2490000.000000 18504 43818 
2510000.000000 20473 43819 
2530000.000000 22490 43819 
2550000.000000 24543 43822 
2570000.000000 26633 43820 
2590000.000000 28751 43825 
2610000.000000 30868 43827 
2630000.000000 33006 43835 
2650000.000000 35138 43837 
2670000.000000 37261 43852 
2690000.000000 39375 43884 
2710000.000000 41462 43960 
2730000.000000 43520 44076 
2750000.000000 45533 44236 
2770000.000000 47505 44464 
2790000.000000 49414 44796 
2810000.000000 51265 45210 
2830000.000000 53034 45712 
2850000.000000 54726 46286 
2870000.000000 56327 46922 
2890000.000000 57835 47602 
2910000.000000 59230 48340 
2930000.000000 60513 49104 
2950000.000000 61688 49894 
2970000.000000 62751 50701 
2990000.000000 63689 51515 
3010000.000000 64515 52331 
3030000.000000 65234 53141 
3050000.000000 65535 53939 
3070000.000000 65535 54716 
3090000.000000 65535 55476 
3110000.000000 65535 56208 
3130000.000000 65535 56914 
3150000.000000 65535 33309 
3170000.000000 65535 33305 
3190000.000000 65535 33308 
3210000.000000 65535 33308 
3230000.000000 65431 33306 
3250000.000000 64737 33306 
3270000.000000 63941 33308 
3290000.000000 63030 33311 
3310000.000000 61999 33306 
3330000.000000 60861 33311 
3350000.000000 59599 33307 
3370000.000000 58229 33308 
3390000.000000 56749 33309 
3410000.000000 55173 33307 
3430000.000000 53502 33306 
3450000.000000 51750 33309 
3470000.000000 49920 33309 
3490000.000000 48026 33305 
3510000.000000 46063 33308 
3530000.000000 44059 33312 
3550000.000000 42013 33306 
3570000.000000 39933 33308 
3590000.000000 37821 33308 
3610000.000000 35698 33305 
3630000.000000 33563 33302 
3650000.000000 31427 33308 
3670000.000000 29298 33308 
3690000.000000 27179 33310 
3710000.000000 25080 33307 
3730000.000000 23012 33308 
3750000.000000 20985 33304 
3770000.000000 19003 33307 
3790000.000000 17075 33307 
3810000.000000 15217 33305 
3830000.000000 13431 33304 
3850000.000000 11723 33305 
3870000.000000 10117 33304 
3890000.000000 8602 33304 
3910000.000000 7195 33307 
3930000.000000 5900 33306 
3950000.000000 4729 33305 
3970000.000000 3674 33304 
3990000.000000 2735 33305 
4010000.000000 1915 33306 
4030000.000000 1204 33305 
4050000.000000 599 33306 
4070000.000000 91 33307 
4090000.000000 0 33307 
4110000.000000 0 33304 
4130000.000000 0 33307 
4150000.000000 0 43810 
4170000.000000 0 43814 
4190000.000000 0 43815 
4210000.000000 382 43809 
4230000.000000 953 43812 
4250000.000000 1621 43813 
4270000.000000 2399 43812 
4290000.000000 3290 43816 
4310000.000000 4300 43816 
4330000.000000 5425 43815 
4350000.000000 6670 43815 
4370000.000000 8030 43816 
4390000.000000 9500 43812 
4410000.000000 11071 43816 
4430000.000000 12737 43816 
4450000.000000 14486 43817 
4470000.000000 16312 43817 
4490000.000000 18214 43816 
4510000.000000 20174 43820 
4530000.000000 22182 43818 
4550000.000000 24235 43822 
4570000.000000 26315 43826 
4590000.000000 28421 43823 
4610000.000000 30545 43823 
4630000.000000 32685 43831 
4650000.000000 34809 43834 
4670000.000000 36948 43848 
4690000.000000 39056 43877 
4710000.000000 41147 43942 
4730000.000000 43207 44056 
4750000.000000 45232 44207 
4770000.000000 47208 44424 
4790000.000000 49128 44737 
4810000.000000 50982 45137 
4830000.000000 52772 45628 
4850000.000000 54471 46191 
4870000.000000 56087 46820 
4890000.000000 57610 47499 
4910000.000000 59024 48224 
4930000.000000 60324 48985 
4950000.000000 61518 49770 
4970000.000000 62593 50577 
4990000.000000 63551 51389 
5010000.000000 64392 52207 
5030000.000000 65131 53017 
5050000.000000 65535 53815 
5070000.000000 65535 54600 
5090000.000000 65535 55359 
5110000.000000 65535 56096 
5130000.000000 65535 56806 
5150000.000000 65535 33311 
5170000.000000 65535 33303 
5190000.000000 65535 33310 
5210000.000000 65535 33308 
5230000.000000 65523 33310 
5250000.000000 64849 33307 
