100.000000 26695 
200.000000 26526 
300.000000 26355 
400.000000 26187 
500.000000 26020 
600.000000 25855 
700.000000 25689 
800.000000 25521 
900.000000 25348 
1000.000000 25183 
1100.000000 25015 
1200.000000 24848 
1300.000000 24679 
1400.000000 24513 
1500.000000 24354 
1600.000000 24186 
1700.000000 24020 
1800.000000 23858 
1900.000000 23692 
2000.000000 23525 
2100.000000 23361 
2200.000000 23199 
2300.000000 23030 
2400.000000 22869 
2500.000000 22708 
2600.000000 22545 
2700.000000 22382 
2800.000000 22218 
2900.000000 22056 
3000.000000 21890 
3100.000000 21729 
3200.000000 21569 
3300.000000 21405 
3400.000000 21248 
3500.000000 21087 
3600.000000 20924 
3700.000000 20760 
3800.000000 20605 
3900.000000 20442 
4000.000000 20281 
4100.000000 20125 
4200.000000 19964 
4300.000000 19809 
4400.000000 19648 
4500.000000 19488 
4600.000000 19333 
4700.000000 19177 
4800.000000 19023 
4900.000000 18866 
5000.000000 18707 
5100.000000 18545 
5200.000000 18392 
5300.000000 18241 
5400.000000 18088 
5500.000000 17937 
5600.000000 17778 
5700.000000 17624 
5800.000000 17472 
5900.000000 17317 
6000.000000 17169 
6100.000000 17015 
6200.000000 16867 
6300.000000 16715 
6400.000000 16562 
6500.000000 16411 
6600.000000 16263 
6700.000000 16118 
6800.000000 15968 
6900.000000 15815 
7000.000000 15668 
7100.000000 15525 
7200.000000 15374 
7300.000000 15226 
7400.000000 15085 
7500.000000 14935 
7600.000000 14790 
7700.000000 14647 
7800.000000 14506 
7900.000000 14357 
8000.000000 14220 
8100.000000 14076 
8200.000000 13933 
8300.000000 13793 
8400.000000 13652 
8500.000000 13505 
8600.000000 13370 
8700.000000 13232 
8800.000000 13092 
8900.000000 12955 
9000.000000 12815 
9100.000000 12677 
9200.000000 12546 
9300.000000 12400 
9400.000000 12269 
9500.000000 12137 
9600.000000 11999 
9700.000000 11866 
9800.000000 11733 
9900.000000 11604 
10000.000000 11468 
10100.000000 11337 
10200.000000 11212 
10300.000000 11079 
10400.000000 10949 
10500.000000 10820 
10600.000000 10692 
10700.000000 10566 
10800.000000 10441 
10900.000000 10309 
11000.000000 10186 
11100.000000 10060 
11200.000000 9933 
11300.000000 9812 
11400.000000 9679 
11500.000000 9557 
11600.000000 9443 
11700.000000 9319 
11800.000000 9196 
11900.000000 9081 
12000.000000 8955 
12100.000000 8840 
12200.000000 8720 
12300.000000 8608 
12400.000000 8491 
12500.000000 8373 
12600.000000 8259 
12700.000000 8141 
12800.000000 8029 
12900.000000 7916 
13000.000000 7801 
13100.000000 7693 
13200.000000 7580 
13300.000000 7469 
13400.000000 7361 
13500.000000 7249 
13600.000000 7140 
13700.000000 7030 
13800.000000 6924 
13900.000000 6821 
14000.000000 6717 
14100.000000 6611 
14200.000000 6507 
14300.000000 6409 
14400.000000 6303 
14500.000000 6205 
14600.000000 6106 
14700.000000 6004 
14800.000000 5906 
14900.000000 5805 
15000.000000 5705 
15100.000000 5610 
15200.000000 5516 
15300.000000 5419 
15400.000000 5324 
15500.000000 5230 
15600.000000 5132 
15700.000000 5040 
15800.000000 4949 
15900.000000 4861 
16000.000000 4769 
16100.000000 4681 
16200.000000 4592 
16300.000000 4502 
16400.000000 4417 
16500.000000 4331 
16600.000000 4243 
16700.000000 4164 
16800.000000 4076 
16900.000000 3992 
17000.000000 3909 
17100.000000 3829 
17200.000000 3747 
17300.000000 3666 
17400.000000 3589 
17500.000000 3509 
17600.000000 3429 
17700.000000 3350 
17800.000000 3271 
17900.000000 3200 
18000.000000 3129 
18100.000000 3052 
18200.000000 2979 
18300.000000 2908 
18400.000000 2837 
18500.000000 2765 
18600.000000 2694 
18700.000000 2625 
18800.000000 2557 
18900.000000 2487 
19000.000000 2420 
