10000.000000 38511 43964 36435 36379 
50000.000000 40588 43986 37167 36472 
90000.000000 42648 44088 37841 36626 
130000.000000 44665 44230 38460 36827 
170000.000000 46631 44429 39040 37070 
210000.000000 48551 44716 39593 37347 
250000.000000 50417 45099 40130 37650 
290000.000000 52210 45568 40657 37978 
330000.000000 53925 46110 41193 38330 
370000.000000 55566 46719 41731 38702 
410000.000000 57111 47381 42282 39093 
450000.000000 58560 48091 42849 39502 
490000.000000 59903 48838 43436 39933 
530000.000000 61132 49616 44035 40379 
570000.000000 62253 50411 44657 40845 
610000.000000 63262 51219 45295 41330 
650000.000000 64158 52032 45951 41835 
690000.000000 64947 52844 46622 42353 
730000.000000 65535 53647 47303 42891 
770000.000000 65535 54434 47995 43447 
810000.000000 65535 55205 48695 44019 
850000.000000 65535 55952 49401 44604 
890000.000000 65535 56673 50106 45202 
930000.000000 65535 33287 48367 45475 
970000.000000 65535 33292 46925 45629 
1010000.000000 65535 33288 45627 45634 
1050000.000000 65535 33291 44451 45514 
1090000.000000 65535 33290 43390 45297 
1130000.000000 65086 33287 42433 45005 
1170000.000000 64305 33290 41562 44654 
1210000.000000 63425 33289 40777 44256 
1250000.000000 62432 33291 40067 43827 
1290000.000000 61323 33290 39424 43376 
1330000.000000 60104 33291 38838 42912 
1370000.000000 58772 33289 38306 42441 
1410000.000000 57332 33290 37827 41969 
1450000.000000 55797 33289 37391 41502 
1490000.000000 54165 33288 36998 41044 
1530000.000000 52454 33289 36640 40596 
1570000.000000 50655 33289 36316 40160 
1610000.000000 48801 33288 36022 39739 
1650000.000000 46882 33289 35755 39334 
1690000.000000 44905 33292 35512 38948 
1730000.000000 42886 33290 35293 38577 
1770000.000000 40833 33291 35092 38224 
1810000.000000 38742 33290 34911 37891 
1850000.000000 36647 33289 34748 37572 
1890000.000000 34529 33286 34597 37274 
1930000.000000 32407 33291 34463 36992 
1970000.000000 30288 33288 34341 36724 
2010000.000000 28176 33291 34230 36475 
2050000.000000 26088 33289 34128 36240 
2090000.000000 24021 33288 34036 36018 
2130000.000000 21992 33288 33955 35813 
2170000.000000 20003 33289 33877 35621 
2210000.000000 18067 33284 33809 35442 
2250000.000000 16187 33289 33749 35273 
2290000.000000 14375 33288 33693 35116 
2330000.000000 12639 33288 33641 34970 
2370000.000000 10993 33287 33597 34835 
2410000.000000 9441 33283 33552 34710 
2450000.000000 7986 33288 33515 34592 
2490000.000000 6640 33288 33483 34486 
2530000.000000 5411 33288 33453 34384 
2570000.000000 4295 33288 33424 34293 
2610000.000000 3293 33290 33402 34205 
2650000.000000 2413 33289 33379 34127 
2690000.000000 1637 33289 33360 34051 
2730000.000000 972 33288 33343 33988 
2770000.000000 403 33290 33327 33923 
2810000.000000 0 33287 33313 33865 
2850000.000000 0 33288 33302 33813 
2890000.000000 0 33286 33291 33767 
2930000.000000 0 43859 34352 33868 
2970000.000000 0 43858 35254 34023 
3010000.000000 0 43862 36067 34246 
3050000.000000 158 43862 36804 34523 
3090000.000000 682 43859 37467 34838 
3130000.000000 1299 43861 38071 35184 
3170000.000000 2021 43859 38616 35551 
3210000.000000 2848 43860 39112 35931 
3250000.000000 3787 43863 39560 36315 
3290000.000000 4839 43863 39965 36703 
3330000.000000 6007 43862 40333 37089 
3370000.000000 7292 43865 40667 37467 
3410000.000000 8685 43865 40969 37839 
3450000.000000 10177 43863 41241 38198 
3490000.000000 11772 43864 41490 38548 
3530000.000000 13457 43863 41714 38887 
3570000.000000 15218 43861 41919 39207 
3610000.000000 17049 43867 42104 39516 
3650000.000000 18952 43864 42272 39810 
3690000.000000 20905 43867 42424 40089 
3730000.000000 22911 43869 42564 40352 
3770000.000000 24950 43872 42689 40600 
3810000.000000 27017 43869 42803 40838 
3850000.000000 29108 43874 42907 41060 
3890000.000000 31210 43880 43000 41267 
3930000.000000 33324 43877 43086 41462 
3970000.000000 35444 43888 43165 41648 
4010000.000000 37551 43902 43237 41819 
4050000.000000 39630 43940 43304 41981 
4090000.000000 41709 44023 43376 42132 
4130000.000000 43734 44145 43449 42276 
4170000.000000 45725 44307 43530 42414 
4210000.000000 47674 44545 43629 42548 
4250000.000000 49564 44873 43750 42682 
4290000.000000 51392 45293 43901 42818 
4330000.000000 53144 45804 44085 42961 
4370000.000000 54821 46379 44309 43109 
4410000.000000 56407 47014 44569 43274 
4450000.000000 57904 47702 44873 43451 
4490000.000000 59293 48432 45216 43647 
4530000.000000 60577 49196 45603 43862 
4570000.000000 61750 49986 46026 44100 
4610000.000000 62808 50790 46485 44361 
4650000.000000 63757 51606 46979 44649 
4690000.000000 64593 52422 47503 44960 
4730000.000000 65324 53231 48058 45298 
4770000.000000 65535 54028 48634 45659 
4810000.000000 65535 54811 49229 46048 
4850000.000000 65535 55574 49840 46460 
4890000.000000 65535 56309 50466 46893 
4930000.000000 65535 57020 51009 47275 
4970000.000000 65535 33292 49262 47480 
5010000.000000 65535 33290 47730 47502 
5050000.000000 65535 33292 46350 47378 
5090000.000000 65535 33289 45106 47135 
5130000.000000 65387 33290 43980 46802 
5170000.000000 64656 33287 42961 46403 
5210000.000000 63829 33288 42042 45945 
5250000.000000 62886 33290 41207 45452 
5290000.000000 61828 33291 40451 44932 
5330000.000000 60657 33291 39770 44396 
5370000.000000 59378 33289 39150 43850 
5410000.000000 57980 33288 38590 43305 
5450000.000000 56493 33291 38082 42764 
5490000.000000 54903 33290 37622 42234 
5530000.000000 53220 33294 37203 41715 
5570000.000000 51460 33286 36828 41211 
5610000.000000 49635 33291 36485 40725 
5650000.000000 47743 33287 36174 40257 
5690000.000000 45788 33290 35893 39808 
5730000.000000 43792 33287 35638 39381 
5770000.000000 41750 33297 35405 38975 
5810000.000000 39679 33290 35197 38588 
5850000.000000 37586 33290 35006 38223 
5890000.000000 35474 33287 34833 37876 
5930000.000000 33349 33290 34677 37550 
5970000.000000 31229 33284 34535 37243 
6010000.000000 29114 33291 34406 36955 
6050000.000000 27020 33289 34289 36685 
6090000.000000 24938 33288 34182 36432 
6130000.000000 22891 33289 34086 36193 
6170000.000000 20881 33285 34001 35974 
6210000.000000 18921 33287 33921 35766 
6250000.000000 17019 33289 33851 35575 
6290000.000000 15174 33288 33787 35395 
6330000.000000 13404 33289 33728 35228 
6370000.000000 11717 33288 33674 35072 
6410000.000000 10123 33289 33627 34932 
6450000.000000 8624 33288 33582 34794 
6490000.000000 7229 33286 33544 34672 
6530000.000000 5950 33289 33511 34559 
6570000.000000 4779 33284 33477 34450 
6610000.000000 3728 33288 33449 34354 
6650000.000000 2797 33285 33424 34264 
6690000.000000 1971 33288 33402 34179 
6730000.000000 1260 33286 33382 34103 
6770000.000000 647 33290 33363 34032 
6810000.000000 133 33287 33345 33968 
6850000.000000 0 33288 33332 33907 
6890000.000000 0 33288 33318 33853 
6930000.000000 0 33286 33306 33829 
6970000.000000 0 43858 34366 33900 
7010000.000000 0 43860 35269 34054 
7050000.000000 0 43860 36081 34275 
7090000.000000 438 43861 36815 34551 
7130000.000000 1018 43862 37481 34863 
7170000.000000 1688 43862 38083 35210 
7210000.000000 2462 43864 38629 35575 
7250000.000000 3359 43860 39122 35951 
7290000.000000 4355 43861 39569 36335 
7330000.000000 5470 43862 39976 36722 
7370000.000000 6701 43865 40341 37108 
7410000.000000 8044 43863 40676 37486 
7450000.000000 9492 43864 40977 37855 
7490000.000000 11047 43862 41253 38218 
7530000.000000 12691 43863 41501 38567 
7570000.000000 14416 43864 41724 38905 
7610000.000000 16221 43866 41927 39224 
7650000.000000 18091 43869 42111 39532 
7690000.000000 20017 43866 42282 39824 
7730000.000000 22007 43867 42432 40102 
7770000.000000 24028 43868 42569 40365 
7810000.000000 26087 43869 42694 40615 
7850000.000000 28170 43871 42810 40852 
7890000.000000 30268 43873 42915 41072 
7930000.000000 32377 43877 43007 41280 
7970000.000000 34493 43885 43092 41475 
8010000.000000 36600 43893 43171 41659 
8050000.000000 38698 43921 43243 41830 
8090000.000000 40775 43981 43314 41992 
8130000.000000 42823 44084 43389 42147 
8170000.000000 44832 44226 43469 42289 
8210000.000000 46806 44426 43563 42432 
8250000.000000 48718 44710 43673 42569 
8290000.000000 50576 45096 43812 42709 
8330000.000000 52368 45567 43982 42851 
8370000.000000 54082 46109 44190 42999 
8410000.000000 55705 46718 44434 43159 
8450000.000000 57238 47386 44720 43332 
8490000.000000 58676 48097 45047 43523 
8530000.000000 60006 48846 45414 43732 
8570000.000000 61234 49625 45822 43963 
8610000.000000 62343 50426 46266 44213 
8650000.000000 63339 51234 46745 44491 
8690000.000000 64229 52053 47258 44794 
8730000.000000 65002 52865 47798 45121 
8770000.000000 65535 53668 48364 45473 
8810000.000000 65535 54459 48952 45853 
8850000.000000 65535 55231 49558 46255 
8890000.000000 65535 55977 50177 46677 
8930000.000000 65535 56703 50809 47125 
8970000.000000 65535 33291 48998 47259 
9010000.000000 65535 33289 47491 47277 
9050000.000000 65535 33289 46136 47157 
9090000.000000 65535 33290 44911 46918 
9130000.000000 65535 33287 43804 46591 
9170000.000000 65025 33291 42803 46193 
9210000.000000 64244 33288 41897 45746 
9250000.000000 63357 33290 41077 45256 
9290000.000000 62355 33290 40335 44745 
9330000.000000 61240 33293 39664 44217 
9370000.000000 60012 33290 39054 43681 
9410000.000000 58676 33290 38505 43145 
9450000.000000 57232 33288 38004 42615 
9490000.000000 55684 33291 37552 42091 
9530000.000000 54051 33292 37141 41582 
9570000.000000 52329 33290 36769 41085 
9610000.000000 50535 33290 36432 40606 
9650000.000000 48669 33287 36126 40148 
9690000.000000 46744 33288 35849 39703 
9730000.000000 44770 33288 35599 39285 
9770000.000000 42747 33289 35370 38884 
9810000.000000 40691 33288 35166 38504 
9850000.000000 38606 33289 34978 38143 
9890000.000000 36501 33289 34807 37802 
9930000.000000 34385 33289 34654 37483 
9970000.000000 32264 33291 34512 37180 
10010000.000000 30152 33288 34385 36899 
10050000.000000 28040 33289 34272 36630 
10090000.000000 25949 33288 34168 36383 
10130000.000000 23889 33289 34073 36149 
10170000.000000 21859 33286 33987 35930 
10210000.000000 19876 33287 33912 35728 
10250000.000000 17939 33288 33838 35538 
10290000.000000 16069 33289 33778 35362 
10330000.000000 14264 33286 33718 35199 
10370000.000000 12534 33291 33666 35045 
10410000.000000 10889 33286 33619 34903 
10450000.000000 9345 33285 33576 34774 
10490000.000000 7898 33285 33538 34649 
10530000.000000 6562 33287 33504 34536 
10570000.000000 5337 33286 33470 34431 
10610000.000000 4228 33293 33442 34335 
10650000.000000 3237 33289 33417 34247 
10690000.000000 2363 33288 33397 34165 
10730000.000000 1599 33288 33375 34088 
10770000.000000 940 33289 33357 34019 
10810000.000000 376 33284 33341 33954 
10850000.000000 0 33289 33327 33893 
10890000.000000 0 33291 33313 33840 
10930000.000000 0 33289 33301 33790 
10970000.000000 0 43861 34364 33891 
11010000.000000 0 43863 35263 34043 
11050000.000000 0 43859 36078 34268 
11090000.000000 201 43860 36814 34544 
11130000.000000 726 43862 37480 34859 
11170000.000000 1354 43860 38082 35203 
11210000.000000 2076 43866 38629 35568 
11250000.000000 2912 43862 39121 35947 
11290000.000000 3856 43861 39569 36332 
11330000.000000 4916 43862 39974 36720 
11370000.000000 6095 43861 40340 37102 
11410000.000000 7380 43862 40674 37481 
11450000.000000 8783 43863 40977 37854 
11490000.000000 10286 43864 41248 38215 
11530000.000000 11881 43863 41496 38562 
11570000.000000 13570 43864 41722 38899 
11610000.000000 15340 43865 41927 39220 
11650000.000000 17177 43866 42111 39527 
11690000.000000 19071 43867 42277 39822 
11730000.000000 21035 43867 42431 40101 
11770000.000000 23038 43868 42568 40364 
11810000.000000 25079 43870 42694 40613 
11850000.000000 27153 43872 42809 40849 
11890000.000000 29246 43872 42912 41070 
11930000.000000 31351 43875 43005 41279 
11970000.000000 33468 43882 43091 41473 
12010000.000000 35577 43887 43169 41656 
12050000.000000 37677 43908 43242 41826 
12090000.000000 39771 43944 43310 41989 
12130000.000000 41829 44029 43380 42140 
