10000.000000 65061 46627 43947 
40000.000000 65535 47840 44330 
70000.000000 65535 49001 44783 
100000.000000 65535 50113 45301 
130000.000000 65535 51182 45871 
160000.000000 65535 52200 46483 
190000.000000 65535 33309 45119 
220000.000000 65535 33305 43989 
250000.000000 65535 33308 42973 
280000.000000 65535 33310 42056 
310000.000000 65535 33306 41228 
340000.000000 64894 33311 40477 
370000.000000 64127 33311 39798 
400000.000000 63237 33306 39182 
430000.000000 62244 33307 38627 
460000.000000 61128 33309 38122 
490000.000000 59894 33306 37665 
520000.000000 58552 33308 37253 
550000.000000 57100 33308 36878 
580000.000000 55550 33308 36539 
610000.000000 53903 33309 36229 
640000.000000 52166 33304 35949 
670000.000000 50350 33311 35695 
700000.000000 48467 33308 35464 
730000.000000 46525 33307 35255 
760000.000000 44533 33307 35064 
790000.000000 42494 33307 34893 
820000.000000 40416 33306 34737 
850000.000000 38312 33305 34595 
880000.000000 36196 33307 34465 
910000.000000 34062 33307 34348 
940000.000000 31922 33309 34242 
970000.000000 29787 33312 34145 
1000000.000000 27666 33308 34056 
1030000.000000 25558 33307 33976 
1060000.000000 23483 33308 33903 
1090000.000000 21446 33307 33838 
1120000.000000 19453 33303 33779 
1150000.000000 17515 33307 33724 
1180000.000000 15635 33307 33676 
1210000.000000 13830 33305 33630 
1240000.000000 12101 33311 33591 
1270000.000000 10469 33307 33554 
1300000.000000 8926 33307 33521 
1330000.000000 7502 33307 33492 
1360000.000000 6181 33308 33467 
1390000.000000 4977 33305 33442 
1420000.000000 3893 33305 33419 
1450000.000000 2926 33308 33402 
1480000.000000 2079 33306 33384 
1510000.000000 1346 33308 33366 
1540000.000000 718 33308 33354 
1570000.000000 181 33307 33342 
1600000.000000 0 33307 33331 
1630000.000000 0 33309 33321 
1660000.000000 0 33305 33313 
1690000.000000 0 43809 34369 
1720000.000000 0 43808 35264 
1750000.000000 0 43808 36073 
1780000.000000 238 43809 36806 
1810000.000000 784 43808 37466 
1840000.000000 1429 43812 38065 
1870000.000000 2175 43812 38608 
1900000.000000 3040 43809 39097 
1930000.000000 4015 43808 39542 
1960000.000000 5117 43810 39944 
1990000.000000 6331 43809 40308 
2020000.000000 7659 43810 40639 
2050000.000000 9104 43810 40936 
2080000.000000 10649 43813 41209 
2110000.000000 12299 43812 41455 
2140000.000000 14033 43813 41681 
2170000.000000 15841 43812 41883 
2200000.000000 17723 43811 42066 
2230000.000000 19669 43816 42235 
2260000.000000 21662 43817 42385 
2290000.000000 23708 43815 42524 
2320000.000000 25785 43818 42648 
2350000.000000 27887 43823 42760 
2380000.000000 30014 43820 42865 
2410000.000000 32146 43824 42960 
2440000.000000 34281 43833 43044 
2470000.000000 36415 43841 43122 
2500000.000000 38531 43862 43195 
2530000.000000 40635 43919 43265 
2560000.000000 42706 44021 43339 
2590000.000000 44740 44165 43419 
2620000.000000 46723 44363 43513 
2650000.000000 48655 44650 43622 
2680000.000000 50530 45035 43761 
2710000.000000 52340 45508 43930 
2740000.000000 54060 46057 44138 
2770000.000000 55696 46669 44384 
2800000.000000 57241 47340 44671 
2830000.000000 58684 48059 45000 
2860000.000000 60009 48812 45368 
2890000.000000 61228 49595 45777 
2920000.000000 62328 50393 46222 
2950000.000000 63311 51209 46704 
2980000.000000 64183 52026 47218 
3010000.000000 64945 52839 47759 
3040000.000000 65535 53642 48325 
3070000.000000 65535 54428 48916 
3100000.000000 65535 55197 49523 
3130000.000000 65535 55939 50142 
3160000.000000 65535 56654 50770 
3190000.000000 65535 33310 48964 
3220000.000000 65535 33307 47464 
3250000.000000 65535 33309 46112 
3280000.000000 65535 33307 44891 
3310000.000000 65535 33309 43790 
3340000.000000 65018 33309 42796 
3370000.000000 64261 33309 41895 
3400000.000000 63400 33308 41080 
3430000.000000 62424 33310 40343 
3460000.000000 61328 33308 39675 
3490000.000000 60116 33313 39073 
3520000.000000 58792 33310 38527 
3550000.000000 57356 33309 38030 
3580000.000000 55824 33308 37581 
3610000.000000 54197 33309 37173 
3640000.000000 52478 33307 36801 
3670000.000000 50680 33308 36465 
3700000.000000 48806 33307 36164 
3730000.000000 46873 33306 35887 
3760000.000000 44888 33308 35637 
3790000.000000 42856 33308 35413 
3820000.000000 40785 33308 35205 
3850000.000000 38684 33309 35020 
3880000.000000 36571 33308 34850 
3910000.000000 34432 33305 34696 
3940000.000000 32299 33307 34556 
3970000.000000 30158 33308 34428 
4000000.000000 28041 33307 34315 
4030000.000000 25932 33307 34211 
4060000.000000 23851 33308 34116 
4090000.000000 21805 33307 34033 
4120000.000000 19797 33306 33954 
4150000.000000 17847 33308 33881 
4180000.000000 15961 33308 33817 
4210000.000000 14142 33304 33760 
4240000.000000 12407 33310 33706 
4270000.000000 10748 33308 33659 
4300000.000000 9199 33304 33616 
4330000.000000 7745 33308 33577 
4360000.000000 6407 33304 33542 
4390000.000000 5184 33305 33512 
4420000.000000 4080 33309 33483 
4450000.000000 3097 33304 33458 
4480000.000000 2228 33304 33435 
4510000.000000 1471 33309 33415 
4540000.000000 824 33306 33398 
4570000.000000 276 33305 33380 
4600000.000000 0 33311 33366 
4630000.000000 0 33306 33354 
4660000.000000 0 33306 33340 
4690000.000000 0 43807 34394 
4720000.000000 0 43807 35289 
4750000.000000 0 43813 36095 
4780000.000000 149 43810 36826 
4810000.000000 675 43808 37484 
4840000.000000 1300 43808 38081 
4870000.000000 2027 43811 38622 
4900000.000000 2861 43808 39110 
4930000.000000 3817 43811 39554 
4960000.000000 4892 43811 39956 
4990000.000000 6087 43810 40319 
5020000.000000 7393 43808 40649 
5050000.000000 8819 43811 40947 
5080000.000000 10341 43811 41218 
5110000.000000 11965 43809 41463 
5140000.000000 13680 43812 41687 
5170000.000000 15477 43814 41889 
5200000.000000 17346 43813 42073 
5230000.000000 19283 43814 42238 
5260000.000000 21274 43815 42389 
5290000.000000 23308 43815 42526 
5320000.000000 25376 43817 42652 
5350000.000000 27472 43819 42762 
5380000.000000 29594 43819 42866 
5410000.000000 31722 43822 42960 
5440000.000000 33864 43829 43047 
5470000.000000 35989 43839 43123 
5500000.000000 38117 43859 43196 
5530000.000000 40217 43903 43266 
5560000.000000 42306 43996 43334 
5590000.000000 44337 44134 43414 
5620000.000000 46331 44318 43503 
5650000.000000 48273 44584 43608 
5680000.000000 50167 44953 43738 
5710000.000000 51988 45409 43902 
5740000.000000 53723 45941 44100 
5770000.000000 55380 46544 44339 
5800000.000000 56943 47203 44615 
5830000.000000 58401 47911 44935 
5860000.000000 59752 48660 45296 
5890000.000000 60990 49437 45695 
5920000.000000 62117 50237 46135 
5950000.000000 63125 51049 46609 
5980000.000000 64016 51861 47115 
6010000.000000 64796 52678 47653 
6040000.000000 65469 53482 48216 
6070000.000000 65535 54272 48799 
6100000.000000 65535 55045 49403 
6130000.000000 65535 55791 50017 
6160000.000000 65535 56515 50643 
6190000.000000 65535 33309 48851 
6220000.000000 65535 33308 47359 
6250000.000000 65535 33310 46021 
6280000.000000 65535 33311 44810 
6310000.000000 65535 33308 43716 
6340000.000000 65124 33310 42728 
6370000.000000 64389 33308 41835 
6400000.000000 63546 33308 41026 
6430000.000000 62593 33312 40295 
6460000.000000 61513 33304 39632 
6490000.000000 60327 33309 39032 
6520000.000000 59016 33312 38489 
6550000.000000 57603 33309 37996 
6580000.000000 56084 33307 37551 
6610000.000000 54467 33311 37144 
6640000.000000 52761 33305 36777 
6670000.000000 50980 33309 36445 
6700000.000000 49121 33309 36141 
6730000.000000 47197 33308 35869 
6760000.000000 45222 33305 35624 
6790000.000000 43192 33309 35397 
6820000.000000 41135 33303 35192 
6850000.000000 39034 33308 35008 
6880000.000000 36927 33309 34842 
6910000.000000 34792 33304 34686 
6940000.000000 32654 33307 34547 
6970000.000000 30510 33317 34421 
7000000.000000 28391 33307 34306 
7030000.000000 26276 33311 34204 
7060000.000000 24191 33306 34111 
7090000.000000 22144 33305 34024 
7120000.000000 20132 33299 33949 
7150000.000000 18173 33307 33877 
7180000.000000 16275 33306 33814 
7210000.000000 14439 33308 33758 
7240000.000000 12688 33307 33707 
7270000.000000 11017 33308 33659 
7300000.000000 9448 33306 33614 
7330000.000000 7982 33305 33576 
7360000.000000 6624 33305 33540 
7390000.000000 5378 33307 33512 
7420000.000000 4256 33309 33483 
7450000.000000 3252 33305 33456 
7480000.000000 2364 33307 33435 
7510000.000000 1594 33311 33414 
7540000.000000 927 33305 33396 
7570000.000000 364 33306 33379 
7600000.000000 0 33307 33365 
7630000.000000 0 33301 33353 
7660000.000000 0 33308 33341 
7690000.000000 0 43810 34394 
7720000.000000 0 43808 35289 
7750000.000000 0 43809 36094 
7780000.000000 80 43812 36823 
7810000.000000 590 43807 37480 
7840000.000000 1194 43808 38079 
7870000.000000 1907 43809 38620 
7900000.000000 2728 43806 39107 
7930000.000000 3662 43810 39553 
7960000.000000 4717 43813 39953 
7990000.000000 5893 43810 40317 
8020000.000000 7183 43812 40646 
8050000.000000 8586 43810 40947 
8080000.000000 10090 43813 41216 
8110000.000000 11707 43810 41460 
8140000.000000 13407 43813 41684 
8170000.000000 15192 43813 41887 
8200000.000000 17049 43812 42071 
8230000.000000 18976 43814 42237 
