100.000000 12657 43812 
300.000000 12934 43814 
500.000000 13216 43813 
700.000000 13489 43814 
900.000000 13772 43813 
1100.000000 14054 43814 
1300.000000 14346 43812 
1500.000000 14630 43813 
1700.000000 14919 43813 
1900.000000 15211 43813 
2100.000000 15504 43814 
2300.000000 15800 43813 
2500.000000 16095 43812 
2700.000000 16393 43811 
2900.000000 16693 43815 
3100.000000 16992 43814 
3300.000000 17296 43811 
3500.000000 17600 43812 
3700.000000 17909 43813 
3900.000000 18218 43814 
4100.000000 18526 43814 
4300.000000 18833 43814 
4500.000000 19149 43814 
4700.000000 19466 43816 
4900.000000 19781 43816 
5100.000000 20095 43815 
5300.000000 20419 43816 
5500.000000 20734 43813 
5700.000000 21048 43816 
5900.000000 21371 43815 
6100.000000 21700 43816 
6300.000000 22018 43816 
6500.000000 22346 43818 
6700.000000 22670 43817 
6900.000000 22998 43815 
7100.000000 23324 43814 
7300.000000 23654 43815 
7500.000000 23986 43816 
7700.000000 24318 43816 
7900.000000 24649 43817 
8100.000000 24980 43817 
8300.000000 25316 43820 
8500.000000 25653 43821 
8700.000000 25985 43820 
8900.000000 26322 43821 
9100.000000 26656 43817 
9300.000000 26990 43819 
9500.000000 27328 43819 
9700.000000 27664 43819 
9900.000000 28008 43820 
10100.000000 28340 43821 
10300.000000 28684 43822 
10500.000000 29019 43821 
10700.000000 29361 43823 
10900.000000 29706 43822 
11100.000000 30040 43820 
11300.000000 30382 43821 
11500.000000 30723 43822 
11700.000000 31064 43821 
11900.000000 31408 43823 
12100.000000 31749 43825 
12300.000000 32091 43825 
12500.000000 32438 43825 
12700.000000 32778 43827 
12900.000000 33108 43828 
13100.000000 33452 43827 
13300.000000 33797 43825 
13500.000000 34142 43827 
13700.000000 34484 43827 
13900.000000 34823 43829 
14100.000000 35167 43828 
14300.000000 35505 43830 
14500.000000 35853 43830 
14700.000000 36188 43833 
14900.000000 36520 43831 
15100.000000 36865 43834 
15300.000000 37205 43835 
15500.000000 37547 43837 
15700.000000 37884 43837 
15900.000000 38224 43840 
16100.000000 38565 43842 
16300.000000 38903 43846 
16500.000000 39237 43847 
16700.000000 39572 43852 
16900.000000 39909 43856 
17100.000000 40242 43857 
17300.000000 40580 43865 
17500.000000 40909 43870 
17700.000000 41239 43877 
17900.000000 41570 43885 
18100.000000 41903 43895 
18300.000000 42232 43906 
18500.000000 42565 43922 
18700.000000 42896 43941 
18900.000000 43217 43966 
19100.000000 43540 43989 
19300.000000 43869 44022 
19500.000000 44196 44060 
19700.000000 44523 44110 
19900.000000 44844 44168 
20100.000000 45163 44239 
20300.000000 45488 44325 
20500.000000 45802 44422 
20700.000000 46125 44533 
20900.000000 46436 44654 
21100.000000 46758 44791 
21300.000000 47061 44938 
21500.000000 47377 45094 
21700.000000 47683 45262 
21900.000000 47997 45437 
22100.000000 48300 45622 
22300.000000 48607 45811 
22500.000000 48911 46009 
22700.000000 49218 46210 
22900.000000 49516 46422 
23100.000000 49818 46639 
23300.000000 50108 46855 
23500.000000 50411 47080 
23700.000000 50706 47307 
23900.000000 50999 47540 
24100.000000 51286 47776 
24300.000000 51576 48016 
24500.000000 51857 48256 
24700.000000 52151 48501 
24900.000000 52427 48747 
25100.000000 52708 48996 
25300.000000 52994 49247 
25500.000000 53264 49501 
25700.000000 53540 49753 
25900.000000 53814 50011 
26100.000000 54081 50266 
26300.000000 54352 50524 
26500.000000 54618 50780 
26700.000000 54880 51039 
26900.000000 55140 51295 
27100.000000 55401 51555 
27300.000000 55656 51816 
27500.000000 55909 52070 
27700.000000 56163 52329 
27900.000000 56412 52583 
28100.000000 56655 52841 
28300.000000 56901 53095 
28500.000000 57139 53351 
28700.000000 57381 53605 
28900.000000 57619 53856 
29100.000000 57850 54106 
29300.000000 58078 54356 
29500.000000 58313 54608 
29700.000000 58534 54854 
29900.000000 58758 55098 
30100.000000 58977 55342 
30300.000000 59195 55586 
30500.000000 59409 55829 
30700.000000 59621 56064 
30900.000000 59829 56301 
31100.000000 60031 56536 
31300.000000 60236 56767 
31500.000000 60438 57000 
31700.000000 60628 57228 
31900.000000 60827 57452 
32100.000000 61015 57678 
32300.000000 61201 57900 
32500.000000 61389 58117 
32700.000000 61568 58335 
32900.000000 61746 58553 
33100.000000 61927 58763 
33300.000000 62098 58973 
33500.000000 62265 59179 
33700.000000 62438 59384 
33900.000000 62598 59588 
34100.000000 62761 59789 
34300.000000 62916 59986 
34500.000000 63071 60181 
34700.000000 63221 60370 
34900.000000 63372 60561 
35100.000000 63520 60748 
35300.000000 63664 60930 
35500.000000 63807 61113 
35700.000000 63943 61291 
35900.000000 64072 61464 
36100.000000 64207 61638 
36300.000000 64336 61806 
36500.000000 64459 61974 
36700.000000 64581 62139 
36900.000000 64703 62300 
37100.000000 64822 62461 
37300.000000 64937 62614 
37500.000000 65048 62767 
37700.000000 65159 62919 
37900.000000 65268 63064 
38100.000000 65364 63211 
38300.000000 65467 63351 
38500.000000 65535 63489 
38700.000000 65535 63629 
38900.000000 65535 63762 
39100.000000 65535 63891 
39300.000000 65535 64019 
39500.000000 65535 64140 
39700.000000 65535 64175 
39900.000000 65535 64168 
40100.000000 65535 64169 
40300.000000 65535 64169 
40500.000000 65535 64172 
40700.000000 65535 64171 
40900.000000 65535 64171 
41100.000000 65535 64174 
41300.000000 65535 64174 
41500.000000 65535 64172 
41700.000000 65535 64173 
41900.000000 65535 64174 
42100.000000 65535 64171 
42300.000000 65535 64176 
42500.000000 65535 64175 
42700.000000 65535 64174 
42900.000000 65535 64178 
43100.000000 65535 64178 
43300.000000 65535 64181 
43500.000000 65535 64177 
43700.000000 65535 64179 
43900.000000 65535 64174 
44100.000000 65535 64174 
44300.000000 65535 34205 
44500.000000 65535 33307 
44700.000000 65535 33308 
44900.000000 65535 33309 
45100.000000 65535 33310 
45300.000000 65535 33308 
45500.000000 65535 33310 
45700.000000 65535 33310 
45900.000000 65535 33312 
46100.000000 65535 33311 
46300.000000 65535 33305 
46500.000000 65535 33309 
46700.000000 65535 33310 
46900.000000 65535 33311 
47100.000000 65535 33311 
47300.000000 65535 33311 
47500.000000 65535 33309 
47700.000000 65535 33308 
47900.000000 65535 33307 
48100.000000 65535 33308 
48300.000000 65535 33312 
48500.000000 65535 33308 
48700.000000 65535 33307 
48900.000000 65535 33308 
49100.000000 65535 33308 
49300.000000 65535 33309 
49500.000000 65535 33309 
49700.000000 65535 33310 
49900.000000 65535 33310 
50100.000000 65531 33311 
50300.000000 65428 33308 
50500.000000 65329 33307 
50700.000000 65221 33309 
50900.000000 65109 33311 
51100.000000 64999 33309 
51300.000000 64884 33309 
51500.000000 64769 33309 
51700.000000 64648 33310 
51900.000000 64530 33308 
52100.000000 64402 33306 
52300.000000 64274 33306 
52500.000000 64140 33308 
52700.000000 64006 33309 
52900.000000 63871 33308 
53100.000000 63732 33308 
53300.000000 63592 33309 
53500.000000 63447 33311 
53700.000000 63299 33308 
53900.000000 63147 33308 
54100.000000 62992 33308 
54300.000000 62838 33308 
54500.000000 62674 33309 
54700.000000 62515 33306 
54900.000000 62346 33309 
55100.000000 62176 33310 
55300.000000 62000 33308 
55500.000000 61827 33311 
55700.000000 61649 33309 
55900.000000 61468 33311 
56100.000000 61288 33306 
56300.000000 61101 33308 
56500.000000 60909 33306 
56700.000000 60716 33310 
56900.000000 60515 33311 
57100.000000 60324 33309 
57300.000000 60118 33308 
57500.000000 59920 33310 
57700.000000 59709 33309 
57900.000000 59496 33311 
58100.000000 59285 33309 
58300.000000 59067 33308 
58500.000000 58851 33309 
58700.000000 58628 33308 
58900.000000 58408 33308 
59100.000000 58177 33308 
59300.000000 57948 33308 
59500.000000 57716 33308 
59700.000000 57479 33309 
59900.000000 57242 33308 
60100.000000 57000 33306 
60300.000000 56759 33309 
60500.000000 56511 33308 
60700.000000 56262 33309 
60900.000000 56013 33309 
61100.000000 55755 33311 
61300.000000 55506 33309 
61500.000000 55248 33310 
61700.000000 54988 33312 
61900.000000 54722 33309 
62100.000000 54462 33306 
62300.000000 54189 33309 
62500.000000 53922 33309 
62700.000000 53652 33309 
62900.000000 53379 33306 
63100.000000 53108 33304 
63300.000000 52822 33307 
63500.000000 52543 33308 
63700.000000 52257 33306 
63900.000000 51973 33308 
64100.000000 51687 33307 
64300.000000 51400 33308 
64500.000000 51110 33309 
64700.000000 50814 33308 
64900.000000 50523 33307 
65100.000000 50232 33311 
65300.000000 49925 33311 
65500.000000 49634 33308 
65700.000000 49334 33306 
65900.000000 49029 33308 
66100.000000 48720 33309 
66300.000000 48414 33307 
66500.000000 48112 33307 
66700.000000 47804 33307 
66900.000000 47492 33308 
67100.000000 47178 33307 
67300.000000 46873 33307 
67500.000000 46557 33308 
67700.000000 46236 33305 
67900.000000 45921 33308 
68100.000000 45600 33308 
68300.000000 45284 33308 
68500.000000 44966 33308 
68700.000000 44640 33311 
68900.000000 44317 33311 
69100.000000 43992 33311 
69300.000000 43670 33309 
69500.000000 43335 33309 
69700.000000 43016 33306 
69900.000000 42682 33306 
70100.000000 42352 33307 
70300.000000 42020 33309 
70500.000000 41691 33307 
70700.000000 41363 33309 
70900.000000 41030 33307 
71100.000000 40693 33307 
71300.000000 40363 33305 
71500.000000 40029 33303 
71700.000000 39692 33306 
71900.000000 39354 33306 
72100.000000 39016 33305 
72300.000000 38679 33306 
72500.000000 38341 33308 
72700.000000 38003 33310 
72900.000000 37663 33307 
73100.000000 37323 33308 
73300.000000 36985 33311 
73500.000000 36646 33313 
73700.000000 36301 33308 
73900.000000 35967 33306 
74100.000000 35623 33304 
74300.000000 35275 33309 
74500.000000 34940 33308 
74700.000000 34600 33307 
74900.000000 34260 33306 
75100.000000 33915 33308 
75300.000000 33574 33309 
75500.000000 33236 33306 
75700.000000 32897 33302 
75900.000000 32546 33308 
76100.000000 32201 33308 
76300.000000 31861 33306 
76500.000000 31524 33308 
76700.000000 31175 33310 
76900.000000 30839 33308 
77100.000000 30497 33307 
77300.000000 30153 33309 
77500.000000 29814 33306 
77700.000000 29473 33310 
77900.000000 29127 33307 
78100.000000 28792 33307 
78300.000000 28452 33305 
78500.000000 28114 33306 
78700.000000 27776 33305 
78900.000000 27441 33307 
79100.000000 27103 33309 
79300.000000 26765 33306 
79500.000000 26426 33306 
79700.000000 26086 33306 
79900.000000 25762 33304 
