1000.000000 41699 
2000.000000 41910 
3000.000000 42123 
4000.000000 42319 
5000.000000 42530 
6000.000000 42736 
7000.000000 42940 
8000.000000 43145 
9000.000000 43347 
10000.000000 43553 
11000.000000 43756 
12000.000000 43958 
13000.000000 44160 
14000.000000 44363 
15000.000000 44566 
16000.000000 44766 
17000.000000 44965 
18000.000000 45166 
19000.000000 45368 
20000.000000 45566 
21000.000000 45768 
22000.000000 45968 
23000.000000 46158 
24000.000000 46360 
25000.000000 46556 
26000.000000 46760 
27000.000000 46950 
28000.000000 47145 
29000.000000 47338 
30000.000000 47533 
31000.000000 47727 
32000.000000 47921 
33000.000000 48115 
34000.000000 48308 
35000.000000 48498 
36000.000000 48690 
37000.000000 48875 
38000.000000 49069 
39000.000000 49253 
40000.000000 49450 
41000.000000 49629 
42000.000000 49814 
43000.000000 50004 
44000.000000 50192 
45000.000000 50368 
46000.000000 50557 
47000.000000 50741 
48000.000000 50926 
49000.000000 51104 
50000.000000 51294 
51000.000000 51467 
52000.000000 51648 
53000.000000 51831 
54000.000000 52011 
55000.000000 52184 
56000.000000 52363 
57000.000000 52536 
58000.000000 52713 
59000.000000 52886 
60000.000000 53063 
61000.000000 53237 
62000.000000 53404 
63000.000000 53578 
64000.000000 53744 
65000.000000 53918 
66000.000000 54086 
67000.000000 54255 
68000.000000 54415 
69000.000000 54587 
70000.000000 54739 
71000.000000 54912 
72000.000000 55073 
73000.000000 55234 
74000.000000 55399 
75000.000000 55560 
76000.000000 55713 
77000.000000 55880 
78000.000000 56033 
79000.000000 56190 
80000.000000 56345 
81000.000000 56496 
82000.000000 56650 
83000.000000 56809 
84000.000000 56960 
85000.000000 57107 
86000.000000 57259 
87000.000000 57408 
88000.000000 57553 
89000.000000 57704 
90000.000000 57847 
91000.000000 57987 
92000.000000 58132 
93000.000000 58276 
94000.000000 58415 
95000.000000 58558 
96000.000000 58698 
97000.000000 58838 
98000.000000 58970 
99000.000000 59105 
100000.000000 59237 
101000.000000 59374 
102000.000000 59508 
103000.000000 59636 
104000.000000 59772 
105000.000000 59899 
106000.000000 60028 
107000.000000 60151 
108000.000000 60277 
109000.000000 60403 
110000.000000 60525 
111000.000000 60647 
112000.000000 60766 
113000.000000 60887 
114000.000000 61006 
115000.000000 61126 
116000.000000 61241 
117000.000000 61357 
118000.000000 61470 
119000.000000 61579 
120000.000000 61697 
121000.000000 61800 
122000.000000 61913 
123000.000000 62023 
124000.000000 62126 
125000.000000 62231 
126000.000000 62339 
127000.000000 62446 
128000.000000 62546 
129000.000000 62648 
130000.000000 62751 
131000.000000 62843 
132000.000000 62944 
133000.000000 63040 
134000.000000 63134 
135000.000000 63228 
136000.000000 63324 
137000.000000 63417 
138000.000000 63505 
139000.000000 63595 
140000.000000 63684 
141000.000000 63770 
142000.000000 63856 
143000.000000 63943 
144000.000000 64026 
145000.000000 64110 
146000.000000 64191 
147000.000000 64273 
148000.000000 64353 
149000.000000 64432 
150000.000000 64508 
151000.000000 64584 
152000.000000 64659 
153000.000000 64733 
154000.000000 64800 
155000.000000 64879 
156000.000000 64948 
157000.000000 65021 
158000.000000 65090 
159000.000000 65155 
160000.000000 65221 
161000.000000 65287 
162000.000000 65351 
163000.000000 65415 
164000.000000 65480 
165000.000000 65535 
166000.000000 65535 
167000.000000 65535 
168000.000000 65535 
169000.000000 65535 
170000.000000 65535 
171000.000000 65535 
172000.000000 65535 
173000.000000 65535 
174000.000000 65535 
175000.000000 65535 
176000.000000 65535 
177000.000000 65535 
178000.000000 65535 
179000.000000 65535 
180000.000000 65535 
181000.000000 65535 
182000.000000 65535 
183000.000000 65535 
184000.000000 65535 
185000.000000 65535 
186000.000000 65535 
187000.000000 65535 
188000.000000 65535 
189000.000000 65535 
190000.000000 65535 
191000.000000 65535 
192000.000000 65535 
193000.000000 65535 
194000.000000 65535 
195000.000000 65535 
196000.000000 65535 
197000.000000 65535 
198000.000000 65535 
199000.000000 65535 
200000.000000 65535 
201000.000000 65535 
202000.000000 65535 
203000.000000 65535 
204000.000000 65535 
205000.000000 65535 
206000.000000 65535 
207000.000000 65535 
208000.000000 65535 
209000.000000 65535 
210000.000000 65535 
211000.000000 65535 
212000.000000 65535 
213000.000000 65535 
214000.000000 65535 
215000.000000 65535 
216000.000000 65535 
217000.000000 65535 
218000.000000 65535 
219000.000000 65535 
220000.000000 65535 
221000.000000 65535 
222000.000000 65535 
223000.000000 65535 
224000.000000 65535 
225000.000000 65535 
226000.000000 65535 
227000.000000 65535 
228000.000000 65535 
229000.000000 65535 
230000.000000 65535 
231000.000000 65535 
232000.000000 65535 
233000.000000 65535 
